,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_n_epochs,params_n_steps,params_vf_coef,state
148,148,19928.769701242447,2022-08-17 21:10:09.910082,2022-08-17 21:11:04.726683,0 days 00:00:54.816601,2048,0.3,0.021934214099214526,0.99,0.99,2.3393095239429683e-05,30,2048,0.9551843228773734,COMPLETE
149,149,19352.201633155346,2022-08-17 21:11:04.751483,2022-08-17 21:11:56.536163,0 days 00:00:51.784680,2048,0.3,0.029227086300490437,0.99,0.99,2.198158388517704e-05,30,2048,0.9534180958448799,COMPLETE
150,150,20155.371928691864,2022-08-17 21:11:56.559971,2022-08-17 21:12:51.185631,0 days 00:00:54.625660,2048,0.3,0.025831177490235037,0.99,0.99,1.6419410295111237e-05,30,2048,0.954043638276391,COMPLETE
151,151,19876.941338539124,2022-08-17 21:12:51.209439,2022-08-17 21:13:44.434173,0 days 00:00:53.224734,2048,0.3,0.032970862386309904,0.99,0.99,2.5023319936544835e-05,30,2048,0.940359979519211,COMPLETE
152,152,19543.844412326813,2022-08-17 21:13:44.458973,2022-08-17 21:14:38.771841,0 days 00:00:54.312868,2048,0.3,0.025147212460076538,0.99,0.99,2.4725700237310666e-05,30,2048,0.9152131790305212,COMPLETE
153,153,19994.469454348087,2022-08-17 21:14:38.802098,2022-08-17 21:15:31.515930,0 days 00:00:52.713832,2048,0.3,0.026224674860403228,0.99,0.99,2.7309391747551003e-05,30,2048,0.9393207819510886,COMPLETE
154,154,19751.944282650948,2022-08-17 21:15:31.540234,2022-08-17 21:16:25.484597,0 days 00:00:53.944363,2048,0.3,0.02653738817895861,0.99,0.99,2.5475965308773754e-05,30,2048,0.9137096367862403,COMPLETE
155,155,19940.233970940113,2022-08-17 21:16:25.508405,2022-08-17 21:17:18.755561,0 days 00:00:53.247156,2048,0.3,0.047467121273455495,0.99,0.99,2.6318687325674492e-05,30,2048,0.9117744734199723,COMPLETE
156,156,19995.17365705967,2022-08-17 21:17:18.779369,2022-08-17 21:18:13.053555,0 days 00:00:54.274186,2048,0.3,0.013781422364317465,0.99,0.99,2.841176057447875e-05,30,2048,0.9084151132801761,COMPLETE
157,157,19887.261598974466,2022-08-17 21:18:13.077860,2022-08-17 21:19:06.111264,0 days 00:00:53.033404,2048,0.3,0.06012425789999537,0.99,0.99,2.721977771626891e-05,30,2048,0.9079347237495413,COMPLETE
158,158,19847.897217586637,2022-08-17 21:19:06.135568,2022-08-17 21:20:00.896114,0 days 00:00:54.760546,2048,0.3,0.05474557426548246,0.99,0.99,2.842772567603797e-05,30,2048,0.8987357149478328,COMPLETE
159,159,4459.519142150879,2022-08-17 21:21:12.998651,2022-08-17 21:22:07.777338,0 days 00:00:54.778687,2048,0.3,0.0875652178595422,0.99,0.99,2.884603578862976e-05,30,2048,0.9008203268127762,COMPLETE
160,160,4323.120638847351,2022-08-17 21:22:07.805114,2022-08-17 21:23:00.732439,0 days 00:00:52.927325,2048,0.3,0.05268005951887087,0.99,0.99,2.3460340536653884e-05,30,2048,0.8889575842239164,COMPLETE
161,161,4440.8521938323975,2022-08-17 21:23:00.756743,2022-08-17 21:23:53.442958,0 days 00:00:52.686215,2048,0.3,0.013804744313351523,0.99,0.99,2.847057576532124e-05,30,2048,0.8740178573247275,COMPLETE
162,162,4417.365190505981,2022-08-17 21:23:53.470733,2022-08-17 21:24:46.930490,0 days 00:00:53.459757,2048,0.3,0.03974458674492362,0.99,0.99,3.0511571060700172e-05,30,2048,0.8986210762450246,COMPLETE
163,163,4466.279392242432,2022-08-17 21:24:46.954794,2022-08-17 21:25:42.832442,0 days 00:00:55.877648,2048,0.3,0.01618534942616888,0.99,0.99,2.211160284489611e-05,30,2048,0.9380967666187294,COMPLETE
164,164,4329.968942165375,2022-08-17 21:25:42.857242,2022-08-17 21:26:37.371433,0 days 00:00:54.514191,2048,0.3,0.06516068411605708,0.99,0.99,3.581435247771526e-05,30,2048,0.9191236258370398,COMPLETE
165,165,4434.120456695557,2022-08-17 21:26:37.395736,2022-08-17 21:27:32.099809,0 days 00:00:54.704073,2048,0.3,0.011088762361222252,0.99,0.99,2.0311435007054937e-05,30,2048,0.9058783121078158,COMPLETE
166,166,4459.989154815674,2022-08-17 21:27:32.124113,2022-08-17 21:28:26.351343,0 days 00:00:54.227230,2048,0.3,0.03830734349598611,0.99,0.99,2.674144856206177e-05,30,2048,0.9405269722037702,COMPLETE
167,167,4381.066661834717,2022-08-17 21:28:26.376143,2022-08-17 21:29:20.605154,0 days 00:00:54.229011,2048,0.3,0.0209495761138905,0.99,0.99,2.4061476719489695e-05,30,2048,0.917359139916725,COMPLETE
168,168,4372.009377002716,2022-08-17 21:29:20.633922,2022-08-17 21:30:14.350696,0 days 00:00:53.716774,2048,0.3,0.028641134050651388,0.99,0.99,1.8267917478359697e-05,30,2048,0.9251411905943763,COMPLETE
169,169,4386.564702987671,2022-08-17 21:30:14.374504,2022-08-17 21:31:09.126943,0 days 00:00:54.752439,2048,0.3,0.05311259157470708,0.99,0.99,2.7945045989792552e-05,30,2048,0.9115856270586825,COMPLETE
170,170,4333.787504196167,2022-08-17 21:31:09.151743,2022-08-17 21:31:31.710047,0 days 00:00:22.558304,2048,0.3,0.02160842024530803,0.99,0.99,3.6887173185344234e-05,30,2048,0.885933104614243,PRUNED
171,171,4316.709686279297,2022-08-17 21:31:31.724961,2022-08-17 21:31:55.724629,0 days 00:00:23.999668,2048,0.3,0.007061124941871737,0.99,0.99,1.7615049430809228e-05,30,2048,0.8778518413971526,PRUNED
172,172,2795.95173240453,2022-08-17 21:31:55.739278,2022-08-17 21:32:19.947244,0 days 00:00:24.207966,2048,0.3,0.014777991157887577,0.99,0.99,0.19094521053160154,30,2048,0.9400732262498454,PRUNED
173,173,4239.681728839874,2022-08-17 21:32:19.962638,2022-08-17 21:32:40.102602,0 days 00:00:20.139964,32,0.3,0.09825949353605656,0.99,0.99,6.397208013324576e-05,30,2048,0.8970513478688411,PRUNED
174,174,4341.710687637329,2022-08-17 21:32:40.118311,2022-08-17 21:33:02.343008,0 days 00:00:22.224697,2048,0.3,0.03601555417553014,0.99,0.99,2.3195358531049204e-05,30,2048,0.916449840449994,PRUNED
175,175,4396.092208862305,2022-08-17 21:33:02.359109,2022-08-17 21:33:25.119289,0 days 00:00:22.760180,512,0.3,0.057842674796571306,0.99,0.99,3.1393808520086896e-05,30,2048,0.9236159945325323,COMPLETE
176,176,4300.7937297821045,2022-08-17 21:33:25.143592,2022-08-17 21:33:49.611540,0 days 00:00:24.467948,2048,0.3,0.019560747631468645,0.99,0.99,0.022431240230873388,30,2048,0.9542244448783705,PRUNED
177,177,4356.777737617493,2022-08-17 21:33:49.628514,2022-08-17 21:34:12.622516,0 days 00:00:22.994002,2048,0.3,0.01153585881259564,0.99,0.99,1.748522059792234e-05,30,2048,0.9554496812538136,PRUNED
178,178,4413.144371986389,2022-08-17 21:34:12.637478,2022-08-17 21:35:06.125470,0 days 00:00:53.487992,2048,0.3,0.009833670427368182,0.99,0.99,1.4360283003365815e-05,30,2048,0.9358471066533675,COMPLETE
179,179,,2022-08-17 22:26:53.162914,,,2048,0.3,0.005017320749231236,0.99,0.99,2.1217123853148244e-05,30,2048,0.9044702642290371,RUNNING
180,180,4400.870337486267,2022-08-17 22:28:05.349058,2022-08-17 22:29:00.196840,0 days 00:00:54.847782,2048,0.3,0.027174771782071602,0.99,0.99,2.3438574307740946e-05,30,2048,0.9635371698309971,COMPLETE
181,181,4391.794727325439,2022-08-17 22:29:00.225112,2022-08-17 22:29:52.880650,0 days 00:00:52.655538,2048,0.3,0.008371334364922916,0.99,0.99,1.6629229578881194e-05,30,2048,0.9086429098584632,COMPLETE
182,182,4434.619264602661,2022-08-17 22:29:52.905450,2022-08-17 22:30:47.699546,0 days 00:00:54.794096,2048,0.3,0.004751174288408489,0.99,0.99,4.149892915607156e-05,30,2048,0.9421099309992904,COMPLETE
183,183,4380.052878379822,2022-08-17 22:30:47.723850,2022-08-17 22:31:11.626372,0 days 00:00:23.902522,2048,0.3,0.04759619092266429,0.99,0.99,1.3109350098500665e-05,30,2048,0.9292728137354151,PRUNED
184,184,4355.6292333602905,2022-08-17 22:31:11.642129,2022-08-17 22:31:34.756858,0 days 00:00:23.114729,2048,0.3,0.017539532927153607,0.99,0.99,2.0759483409047037e-05,30,2048,0.9495839284208476,PRUNED
185,185,4455.150938034058,2022-08-17 22:31:34.772798,2022-08-17 22:32:30.647832,0 days 00:00:55.875034,2048,0.3,0.03608826553687701,0.99,0.99,2.7717745626469292e-05,30,2048,0.9626310873006366,COMPLETE
186,186,4393.5282526016235,2022-08-17 22:32:30.678585,2022-08-17 22:33:22.678807,0 days 00:00:52.000222,2048,0.3,0.013555574610203448,0.99,0.99,1.7506563920563686e-05,30,2048,0.9253224744219642,COMPLETE
187,187,4313.053553077392,2022-08-17 22:33:22.703607,2022-08-17 22:34:16.524182,0 days 00:00:53.820575,2048,0.3,0.07356863517428487,0.99,0.99,2.4448204379351944e-05,30,2048,0.9068072968702281,COMPLETE
188,188,4360.622427940369,2022-08-17 22:34:16.549478,2022-08-17 22:35:08.589997,0 days 00:00:52.040519,2048,0.3,0.026337178941370117,0.99,0.99,2.040980012156335e-05,30,2048,0.9503015191160193,COMPLETE
189,189,4395.934019088745,2022-08-17 22:35:08.617773,2022-08-17 22:36:02.015867,0 days 00:00:53.398094,2048,0.3,0.02987387845203911,0.99,0.99,1.3260316165380743e-05,30,2048,0.9549549325145418,COMPLETE
190,190,2792.635015770793,2022-08-17 22:36:02.040667,2022-08-17 22:36:24.675864,0 days 00:00:22.635197,2048,0.3,0.018040137945782964,0.99,0.99,0.8209688309703098,30,2048,0.9389697927008834,PRUNED
191,191,3697.0722756385803,2022-08-17 22:36:24.690058,2022-08-17 22:37:22.944971,0 days 00:00:58.254913,2048,0.3,0.005739784887699559,0.99,0.99,2.1353888258175333e-05,30,8,0.9659606735806094,PRUNED
192,192,4690.003150939941,2022-08-17 22:37:22.960599,2022-08-17 22:38:30.555928,0 days 00:01:07.595329,16,0.3,0.023122593947764777,0.99,0.99,3.2247054369321834e-05,30,2048,0.9523012310710938,COMPLETE
193,193,4357.163569927216,2022-08-17 22:38:30.580232,2022-08-17 22:39:23.416506,0 days 00:00:52.836274,2048,0.3,0.03423158796870058,0.99,0.99,1.592298790212071e-05,30,2048,0.9171356544663589,COMPLETE
194,194,4332.404184341431,2022-08-17 22:39:23.441802,2022-08-17 22:39:47.021410,0 days 00:00:23.579608,2048,0.3,0.010572397826420755,0.99,0.99,2.494771960900016e-05,30,2048,0.9326698448770081,PRUNED
195,195,4376.25777387619,2022-08-17 22:39:47.036187,2022-08-17 22:40:09.048615,0 days 00:00:22.012428,2048,0.3,0.04646305247336613,0.99,0.99,4.347360673642244e-05,30,2048,0.892022632995843,PRUNED
196,196,-1062.0536161251366,2022-08-17 22:40:09.063609,2022-08-17 22:40:31.430736,0 days 00:00:22.367127,2048,0.3,0.012872982455382298,0.99,0.99,0.512043888687157,30,2048,0.9594696309439342,PRUNED
197,197,4457.0971784591675,2022-08-17 22:40:31.447135,2022-08-17 22:41:25.441831,0 days 00:00:53.994696,2048,0.3,0.06339537292296393,0.99,0.99,1.344504415712868e-05,30,2048,0.9438045622707953,COMPLETE
198,198,4392.871045589447,2022-08-17 22:41:25.466135,2022-08-17 22:41:48.255205,0 days 00:00:22.789070,2048,0.3,0.026148958288268385,0.99,0.99,1.594655827726493e-05,30,2048,0.9692935444537699,PRUNED
199,199,4421.442625045776,2022-08-17 22:41:48.270691,2022-08-17 22:42:39.484088,0 days 00:00:51.213397,2048,0.3,0.024189124584589584,0.99,0.99,1.796038236917084e-05,30,2048,0.9673384300160925,COMPLETE
